date,code,name_ru,quant,value,change
2022-11-29,XDR,СДР,1,612.53,+3.41
2022-11-29,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,340.75,+2.24
2022-11-29,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.43,-0.11
2022-11-29,THB,ТАЙСКИЙ БАТ,1,13.16,+0.17
2022-11-29,TRY,ТУРЕЦКАЯ ЛИРА,1,25.12,+0.14
2022-11-29,UZS,УЗБЕКСКИХ СУМОВ,100,4.17,+0.02
2022-11-29,UAH,УКРАИНСКАЯ ГРИВНА,1,12.67,+0.07
2022-11-29,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,565.61,+3.48
2022-11-29,CZK,ЧЕШСКАЯ КРОНА,1,20.09,+0.23
2022-11-29,SEK,ШВЕДСКАЯ КРОНА,1,45.03,+0.40
2022-11-29,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,496.59,+4.07
2022-11-29,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.33,+0.17
2022-11-29,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.07,+0.10
2022-11-29,JPY,ЯПОНСКАЯ ЙЕНА,1,3.4,+0.06
2022-11-30,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,314.64,+1.13
2022-11-30,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,276.2,+0.26
2022-11-30,AMD,АРМЯНСКИЙ ДРАМ,10,11.98,+0.01
2022-11-30,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,185.95,+0.17
2022-11-30,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,87.31,+0.80
2022-11-30,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,11.91,-0.07
2022-11-30,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,59.97,+0.06
2022-11-30,GEL,ГРУЗИНСКИЙ ЛАРИ,1,174.46,-0.49
2022-11-30,DKK,ДАТСКАЯ КРОНА,1,65.29,-0.47
2022-11-30,AED,ДИРХАМ ОАЭ,1,127.55,+0.13
2022-11-30,USD,ДОЛЛАР США,1,468.43,+0.44
2022-11-30,EUR,ЕВРО,1,485.43,-3.39
2022-11-30,INR,ИНДИЙСКАЯ РУПИЯ,1,5.73,0.00
2022-11-30,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,+0.10
2022-11-30,CAD,КАНАДСКИЙ ДОЛЛАР,1,348.2,+0.04
2022-11-30,CNY,КИТАЙСКИЙ ЮАНЬ,1,65.35,+0.29
2022-11-30,KWD,КУВЕЙТСКИЙ ДИНАР,1,1523.15,+0.49
2022-11-30,KGS,КЫРГЫЗСКИЙ СОМ,1,5.55,+0.01
2022-11-30,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.98,-0.60
2022-11-30,MXN,МЕКСИКАНСКИЙ ПЕСО,1,24.44,+0.23
2022-11-30,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.25,-0.14
2022-11-30,NOK,НОРВЕЖСКАЯ КРОНА,1,46.99,-0.25
2022-11-30,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,103.72,-0.65
2022-11-30,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,124.65,+0.10
2022-11-30,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.67,-0.03
2022-11-30,XDR,СДР,1,616.97,+4.44
2022-11-30,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,341.07,+0.32
2022-11-30,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.7,+0.27
2022-11-30,THB,ТАЙСКИЙ БАТ,1,13.23,+0.07
2022-11-30,TRY,ТУРЕЦКАЯ ЛИРА,1,25.14,+0.02
2022-11-30,UZS,УЗБЕКСКИХ СУМОВ,100,4.18,+0.01
2022-11-30,UAH,УКРАИНСКАЯ ГРИВНА,1,12.81,+0.14
2022-11-30,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,561.32,-4.29
2022-11-30,CZK,ЧЕШСКАЯ КРОНА,1,19.95,-0.14
2022-11-30,SEK,ШВЕДСКАЯ КРОНА,1,44.53,-0.50
2022-11-30,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,492.2,-4.39
2022-11-30,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.52,+0.19
2022-11-30,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.27,+0.20
2022-11-30,JPY,ЯПОНСКАЯ ЙЕНА,1,3.39,-0.01
2022-12-01,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,315.29,+0.65
2022-12-01,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,276.64,+0.44
2022-12-01,AMD,АРМЯНСКИЙ ДРАМ,10,11.99,+0.01
2022-12-01,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,186.14,+0.19
2022-12-01,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,88.98,+1.67
2022-12-01,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,11.92,+0.01
2022-12-01,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.11,+0.14
2022-12-01,GEL,ГРУЗИНСКИЙ ЛАРИ,1,174.64,+0.18
2022-12-01,DKK,ДАТСКАЯ КРОНА,1,65.32,+0.03
2022-12-01,AED,ДИРХАМ ОАЭ,1,127.66,+0.11
2022-12-01,USD,ДОЛЛАР США,1,468.9,+0.47
2022-12-01,EUR,ЕВРО,1,485.64,+0.21
2022-12-01,INR,ИНДИЙСКАЯ РУПИЯ,1,5.76,+0.03
2022-12-01,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,0.00
2022-12-01,CAD,КАНАДСКИЙ ДОЛЛАР,1,346.59,-1.61
2022-12-01,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.1,+0.75
2022-12-01,KWD,КУВЕЙТСКИЙ ДИНАР,1,1523.74,+0.59
2022-12-01,KGS,КЫРГЫЗСКИЙ СОМ,1,5.55,0.00
2022-12-01,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,105.54,+1.56
2022-12-01,MXN,МЕКСИКАНСКИЙ ПЕСО,1,24.38,-0.06
2022-12-01,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.29,+0.04
2022-12-01,NOK,НОРВЕЖСКАЯ КРОНА,1,47.25,+0.26
2022-12-01,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,104.07,+0.35
2022-12-01,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,124.74,+0.09
2022-12-01,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.7,+0.03
2022-12-01,XDR,СДР,1,616.25,-0.72
2022-12-01,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,342.94,+1.87
2022-12-01,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.66,-0.04
2022-12-01,THB,ТАЙСКИЙ БАТ,1,13.3,+0.07
2022-12-01,TRY,ТУРЕЦКАЯ ЛИРА,1,25.16,+0.02
2022-12-01,UZS,УЗБЕКСКИХ СУМОВ,100,4.19,+0.01
2022-12-01,UAH,УКРАИНСКАЯ ГРИВНА,1,12.7,-0.11
2022-12-01,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,563.38,+2.06
2022-12-01,CZK,ЧЕШСКАЯ КРОНА,1,19.94,-0.01
2022-12-01,SEK,ШВЕДСКАЯ КРОНА,1,44.45,-0.08
2022-12-01,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,493.42,+1.22
2022-12-01,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.69,+0.17
2022-12-01,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.67,+0.40
2022-12-01,JPY,ЯПОНСКАЯ ЙЕНА,1,3.38,-0.01
2022-12-02,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,318.78,+3.49
2022-12-02,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,276.37,-0.27
2022-12-02,AMD,АРМЯНСКИЙ ДРАМ,10,11.98,-0.01
2022-12-02,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,185.96,-0.18
2022-12-02,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,90.35,+1.37
2022-12-02,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,11.93,+0.01
2022-12-02,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.19,+0.08
2022-12-02,GEL,ГРУЗИНСКИЙ ЛАРИ,1,174.79,+0.15
2022-12-02,DKK,ДАТСКАЯ КРОНА,1,65.78,+0.46
2022-12-02,AED,ДИРХАМ ОАЭ,1,127.54,-0.12
2022-12-02,USD,ДОЛЛАР США,1,468.45,-0.45
2022-12-02,EUR,ЕВРО,1,489.06,+3.42
2022-12-02,INR,ИНДИЙСКАЯ РУПИЯ,1,5.77,+0.01
2022-12-02,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,0.00
2022-12-02,CAD,КАНАДСКИЙ ДОЛЛАР,1,349.02,+2.43
2022-12-02,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.09,-0.01
2022-12-02,KWD,КУВЕЙТСКИЙ ДИНАР,1,1526.09,+2.35
2022-12-02,KGS,КЫРГЫЗСКИЙ СОМ,1,5.55,0.00
2022-12-02,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,106.47,+0.93
2022-12-02,MXN,МЕКСИКАНСКИЙ ПЕСО,1,24.32,-0.06
2022-12-02,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.07,-0.22
2022-12-02,NOK,НОРВЕЖСКАЯ КРОНА,1,47.72,+0.47
2022-12-02,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,104.31,+0.24
2022-12-02,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,124.64,-0.10
2022-12-02,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.66,-0.04
2022-12-02,XDR,СДР,1,615.94,-0.31
2022-12-02,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,344.96,+2.02
2022-12-02,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.85,+0.19
2022-12-02,THB,ТАЙСКИЙ БАТ,1,13.4,+0.10
2022-12-02,TRY,ТУРЕЦКАЯ ЛИРА,1,25.14,-0.02
2022-12-02,UZS,УЗБЕКСКИХ СУМОВ,100,4.19,0.00
2022-12-02,UAH,УКРАИНСКАЯ ГРИВНА,1,12.81,+0.11
2022-12-02,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,568.98,+5.60
2022-12-02,CZK,ЧЕШСКАЯ КРОНА,1,20.09,+0.15
2022-12-02,SEK,ШВЕДСКАЯ КРОНА,1,44.77,+0.32
2022-12-02,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,496.5,+3.08
2022-12-02,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.08,-0.61
2022-12-02,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.89,+0.22
2022-12-02,JPY,ЯПОНСКАЯ ЙЕНА,1,3.44,+0.06
2022-12-03,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,319.94,+1.16
2022-12-03,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,276.68,+0.31
2022-12-03,AMD,АРМЯНСКИЙ ДРАМ,10,11.99,+0.01
2022-12-03,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,186.17,+0.21
2022-12-03,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,90.45,+0.10
2022-12-03,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.09,+0.16
2022-12-03,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.26,+0.07
2022-12-03,GEL,ГРУЗИНСКИЙ ЛАРИ,1,175.65,+0.86
2022-12-03,DKK,ДАТСКАЯ КРОНА,1,66.42,+0.64
2022-12-03,AED,ДИРХАМ ОАЭ,1,127.69,+0.15
2022-12-03,USD,ДОЛЛАР США,1,468.98,+0.53
2022-12-03,EUR,ЕВРО,1,493.74,+4.68
2022-12-03,INR,ИНДИЙСКАЯ РУПИЯ,1,5.77,0.00
2022-12-03,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,0.00
2022-12-03,CAD,КАНАДСКИЙ ДОЛЛАР,1,349.13,+0.11
2022-12-03,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.79,+0.70
2022-12-03,KWD,КУВЕЙТСКИЙ ДИНАР,1,1531.21,+5.12
2022-12-03,KGS,КЫРГЫЗСКИЙ СОМ,1,5.55,0.00
2022-12-03,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,107,+0.53
2022-12-03,MXN,МЕКСИКАНСКИЙ ПЕСО,1,24.51,+0.19
2022-12-03,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.11,+0.04
2022-12-03,NOK,НОРВЕЖСКАЯ КРОНА,1,48.13,+0.41
2022-12-03,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,105.39,+1.08
2022-12-03,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,124.78,+0.14
2022-12-03,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.59,-0.07
2022-12-03,XDR,СДР,1,619.46,+3.52
2022-12-03,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,347.47,+2.51
2022-12-03,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.76,-0.09
2022-12-03,THB,ТАЙСКИЙ БАТ,1,13.5,+0.10
2022-12-03,TRY,ТУРЕЦКАЯ ЛИРА,1,25.16,+0.02
2022-12-03,UZS,УЗБЕКСКИХ СУМОВ,100,4.19,0.00
2022-12-03,UAH,УКРАИНСКАЯ ГРИВНА,1,12.83,+0.02
2022-12-03,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,575.63,+6.65
2022-12-03,CZK,ЧЕШСКАЯ КРОНА,1,20.26,+0.17
2022-12-03,SEK,ШВЕДСКАЯ КРОНА,1,45.48,+0.71
2022-12-03,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,501.58,+5.08
2022-12-03,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.03,-0.05
2022-12-03,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,36.13,+0.24
2022-12-03,JPY,ЯПОНСКАЯ ЙЕНА,1,3.5,+0.06
2022-12-04,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,319.94,0.00
2022-12-04,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,276.68,0.00
2022-12-04,AMD,АРМЯНСКИЙ ДРАМ,10,11.99,0.00
2022-12-04,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,186.17,0.00
2022-12-04,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,90.45,0.00
2022-12-04,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.09,0.00
2022-12-04,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.26,0.00
2022-12-04,GEL,ГРУЗИНСКИЙ ЛАРИ,1,175.65,0.00
2022-12-04,DKK,ДАТСКАЯ КРОНА,1,66.42,0.00
2022-12-04,AED,ДИРХАМ ОАЭ,1,127.69,0.00
2022-12-04,USD,ДОЛЛАР США,1,468.98,0.00
2022-12-04,EUR,ЕВРО,1,493.74,0.00
2022-12-04,INR,ИНДИЙСКАЯ РУПИЯ,1,5.77,0.00
2022-12-04,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,0.00
2022-12-04,CAD,КАНАДСКИЙ ДОЛЛАР,1,349.13,0.00
2022-12-04,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.79,0.00
2022-12-04,KWD,КУВЕЙТСКИЙ ДИНАР,1,1531.21,0.00
2022-12-04,KGS,КЫРГЫЗСКИЙ СОМ,1,5.55,0.00
2022-12-04,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,107,0.00
2022-12-04,MXN,МЕКСИКАНСКИЙ ПЕСО,1,24.51,0.00
2022-12-04,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.11,0.00
2022-12-04,NOK,НОРВЕЖСКАЯ КРОНА,1,48.13,0.00
2022-12-04,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,105.39,0.00
2022-12-04,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,124.78,0.00
2022-12-04,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.59,0.00
2022-12-04,XDR,СДР,1,619.46,0.00
2022-12-04,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,347.47,0.00
2022-12-04,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.76,0.00
2022-12-04,THB,ТАЙСКИЙ БАТ,1,13.5,0.00
2022-12-04,TRY,ТУРЕЦКАЯ ЛИРА,1,25.16,0.00
2022-12-04,UZS,УЗБЕКСКИХ СУМОВ,100,4.19,0.00
2022-12-04,UAH,УКРАИНСКАЯ ГРИВНА,1,12.83,0.00
2022-12-04,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,575.63,0.00
2022-12-04,CZK,ЧЕШСКАЯ КРОНА,1,20.26,0.00
2022-12-04,SEK,ШВЕДСКАЯ КРОНА,1,45.48,0.00
2022-12-04,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,501.58,0.00
2022-12-04,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.03,0.00
2022-12-04,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,36.13,0.00
2022-12-04,JPY,ЯПОНСКАЯ ЙЕНА,1,3.5,0.00
2022-12-05,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,319.94,0.00
2022-12-05,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,276.68,0.00
2022-12-05,AMD,АРМЯНСКИЙ ДРАМ,10,11.99,0.00
2022-12-05,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,186.17,0.00
2022-12-05,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,90.45,0.00
2022-12-05,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.09,0.00
2022-12-05,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.26,0.00
2022-12-05,GEL,ГРУЗИНСКИЙ ЛАРИ,1,175.65,0.00
2022-12-05,DKK,ДАТСКАЯ КРОНА,1,66.42,0.00
2022-12-05,AED,ДИРХАМ ОАЭ,1,127.69,0.00
2022-12-05,USD,ДОЛЛАР США,1,468.98,0.00
2022-12-05,EUR,ЕВРО,1,493.74,0.00
2022-12-05,INR,ИНДИЙСКАЯ РУПИЯ,1,5.77,0.00
2022-12-05,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,0.00
2022-12-05,CAD,КАНАДСКИЙ ДОЛЛАР,1,349.13,0.00
2022-12-05,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.79,0.00
2022-12-05,KWD,КУВЕЙТСКИЙ ДИНАР,1,1531.21,0.00
2022-12-05,KGS,КЫРГЫЗСКИЙ СОМ,1,5.55,0.00
2022-12-05,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,107,0.00
2022-12-05,MXN,МЕКСИКАНСКИЙ ПЕСО,1,24.51,0.00
2022-12-05,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.11,0.00
2022-12-05,NOK,НОРВЕЖСКАЯ КРОНА,1,48.13,0.00
2022-12-05,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,105.39,0.00
2022-12-05,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,124.78,0.00
2022-12-05,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.59,0.00
2022-12-05,XDR,СДР,1,619.46,0.00
2022-12-05,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,347.47,0.00
2022-12-05,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.76,0.00
2022-12-05,THB,ТАЙСКИЙ БАТ,1,13.5,0.00
2022-12-05,TRY,ТУРЕЦКАЯ ЛИРА,1,25.16,0.00
2022-12-05,UZS,УЗБЕКСКИХ СУМОВ,100,4.19,0.00
2022-12-05,UAH,УКРАИНСКАЯ ГРИВНА,1,12.83,0.00
2022-12-05,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,575.63,0.00
2022-12-05,CZK,ЧЕШСКАЯ КРОНА,1,20.26,0.00
2022-12-05,SEK,ШВЕДСКАЯ КРОНА,1,45.48,0.00
2022-12-05,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,501.58,0.00
2022-12-05,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.03,0.00
2022-12-05,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,36.13,0.00
2022-12-05,JPY,ЯПОНСКАЯ ЙЕНА,1,3.5,0.00
2022-12-06,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,319.46,-0.48
2022-12-06,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,276.23,-0.45
2022-12-06,AMD,АРМЯНСКИЙ ДРАМ,10,12,+0.01
2022-12-06,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,186.25,+0.08
2022-12-06,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,89.9,-0.55
2022-12-06,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.08,-0.01
2022-12-06,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.42,+0.16
2022-12-06,GEL,ГРУЗИНСКИЙ ЛАРИ,1,176.05,+0.40
2022-12-06,DKK,ДАТСКАЯ КРОНА,1,66.57,+0.15
2022-12-06,AED,ДИРХАМ ОАЭ,1,127.74,+0.05
2022-12-06,USD,ДОЛЛАР США,1,469.17,+0.19
2022-12-06,EUR,ЕВРО,1,495.07,+1.33
2022-12-06,INR,ИНДИЙСКАЯ РУПИЯ,1,5.74,-0.03
2022-12-06,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,0.00
2022-12-06,CAD,КАНАДСКИЙ ДОЛЛАР,1,349.74,+0.61
2022-12-06,CNY,КИТАЙСКИЙ ЮАНЬ,1,67.46,+0.67
2022-12-06,KWD,КУВЕЙТСКИЙ ДИНАР,1,1530.38,-0.83
2022-12-06,KGS,КЫРГЫЗСКИЙ СОМ,1,5.56,+0.01
2022-12-06,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,107.46,+0.46
2022-12-06,MXN,МЕКСИКАНСКИЙ ПЕСО,1,24.06,-0.45
2022-12-06,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.12,+0.01
2022-12-06,NOK,НОРВЕЖСКАЯ КРОНА,1,48.06,-0.07
2022-12-06,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,105.66,+0.27
2022-12-06,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,124.83,+0.05
2022-12-06,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.56,-0.03
2022-12-06,XDR,СДР,1,623.23,+3.77
2022-12-06,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,347.95,+0.48
2022-12-06,TJS,ТАДЖИКСКИЙ СОМОНИ,1,46.68,-0.08
2022-12-06,THB,ТАЙСКИЙ БАТ,1,13.52,+0.02
2022-12-06,TRY,ТУРЕЦКАЯ ЛИРА,1,25.17,+0.01
2022-12-06,UZS,УЗБЕКСКИХ СУМОВ,100,4.18,-0.01
2022-12-06,UAH,УКРАИНСКАЯ ГРИВНА,1,12.7,-0.13
2022-12-06,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,576.38,+0.75
2022-12-06,CZK,ЧЕШСКАЯ КРОНА,1,20.32,+0.06
2022-12-06,SEK,ШВЕДСКАЯ КРОНА,1,45.51,+0.03
2022-12-06,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,501.63,+0.05
2022-12-06,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.27,+0.24
2022-12-06,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,36.19,+0.06
2022-12-06,JPY,ЯПОНСКАЯ ЙЕНА,1,3.47,-0.03
2022-12-07,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,317.12,-2.34
2022-12-07,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,278.66,+2.43
2022-12-07,AMD,АРМЯНСКИЙ ДРАМ,10,12.08,+0.08
2022-12-07,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,187.5,+1.25
2022-12-07,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,89.44,-0.46
2022-12-07,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,11.97,-0.11
2022-12-07,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.7,+0.28
2022-12-07,GEL,ГРУЗИНСКИЙ ЛАРИ,1,177.23,+1.18
2022-12-07,DKK,ДАТСКАЯ КРОНА,1,66.64,+0.07
2022-12-07,AED,ДИРХАМ ОАЭ,1,128.6,+0.86
2022-12-07,USD,ДОЛЛАР США,1,472.33,+3.16
2022-12-07,EUR,ЕВРО,1,495.57,+0.50
2022-12-07,INR,ИНДИЙСКАЯ РУПИЯ,1,5.72,-0.02
2022-12-07,IRR,ИРАНСКИЙ РИАЛ,1000,11.2,0.00
2022-12-07,CAD,КАНАДСКИЙ ДОЛЛАР,1,347.12,-2.62
2022-12-07,CNY,КИТАЙСКИЙ ЮАНЬ,1,67.57,+0.11
2022-12-07,KWD,КУВЕЙТСКИЙ ДИНАР,1,1538.84,+8.46
2022-12-07,KGS,КЫРГЫЗСКИЙ СОМ,1,5.59,+0.03
2022-12-07,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,107.57,+0.11
2022-12-07,MXN,МЕКСИКАНСКИЙ ПЕСО,1,23.99,-0.07
2022-12-07,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.41,+0.29
2022-12-07,NOK,НОРВЕЖСКАЯ КРОНА,1,47.52,-0.54
2022-12-07,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,105.48,-0.18
2022-12-07,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,125.65,+0.82
2022-12-07,RUB,РОССИЙСКИЙ РУБЛЬ,1,7.5,-0.06
2022-12-07,XDR,СДР,1,628.27,+5.04
2022-12-07,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,347.99,+0.04
2022-12-07,TJS,ТАДЖИКСКИЙ СОМОНИ,1,47,+0.32
2022-12-07,THB,ТАЙСКИЙ БАТ,1,13.48,-0.04
2022-12-07,TRY,ТУРЕЦКАЯ ЛИРА,1,25.34,+0.17
2022-12-07,UZS,УЗБЕКСКИХ СУМОВ,100,4.2,+0.02
2022-12-07,UAH,УКРАИНСКАЯ ГРИВНА,1,12.79,+0.09
2022-12-07,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,575.16,-1.22
2022-12-07,CZK,ЧЕШСКАЯ КРОНА,1,20.37,+0.05
2022-12-07,SEK,ШВЕДСКАЯ КРОНА,1,45.55,+0.04
2022-12-07,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,500.77,-0.86
2022-12-07,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,27.25,-0.02
2022-12-07,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.77,-0.42
2022-12-07,JPY,ЯПОНСКАЯ ЙЕНА,1,3.45,-0.02
